Complexity metrics,Sun, 23 Jun 2019 13:42:38 EDT
Method,ev(G),iv(G),LOC,V,v(G)
"org.jfree.chart.plot.XYPlotTest.testRemoveRangeMarker()",1,1,9,22,1
"org.jfree.chart.plot.XYPlotTest.testRendererIndices()",1,1,15,159,1
"org.jfree.chart.plot.XYPlotTest.testSerialization1()",1,1,13,66,1
"org.jfree.chart.plot.XYPlotTest.testSerialization2()",1,1,14,74,1
"org.jfree.chart.plot.XYPlotTest.testSerialization3()",1,2,24,89,2
"org.jfree.chart.plot.XYPlotTest.testSerialization4()",1,2,23,222,2
"org.jfree.chart.plot.XYPlotTest.testSerialization5()",1,1,43,514,1
"org.jfree.chart.plot.XYPlotTest.testSetNullRenderer()",1,1,17,84,2
"org.jfree.chart.plot.XYPlotTest.testSetRenderer()",1,1,16,78,1
"org.jfree.chart.plot.dial.AbstractDialLayer.AbstractDialLayer()",1,1,7,18,1
"org.jfree.chart.plot.dial.AbstractDialLayer.addChangeListener(DialLayerChangeListener)",1,1,11,19,1
"org.jfree.chart.plot.dial.AbstractDialLayer.clone()",1,1,15,26,1
"org.jfree.chart.plot.dial.AbstractDialLayer.equals(Object)",3,1,18,79,3
"org.jfree.chart.plot.dial.AbstractDialLayer.hasListener(EventListener)",1,1,14,33,1
"org.jfree.chart.plot.dial.AbstractDialLayer.hashCode()",1,1,11,33,1
"org.jfree.chart.plot.dial.AbstractDialLayer.isVisible()",1,1,12,13,1
"org.jfree.chart.plot.dial.AbstractDialLayer.notifyListeners(DialLayerChangeEvent)",1,3,15,118,3
"org.jfree.chart.plot.dial.AbstractDialLayer.readObject(ObjectInputStream)",1,1,13,24,1
"org.jfree.chart.plot.dial.AbstractDialLayer.removeChangeListener(DialLayerChangeListener)",1,1,11,19,1
"org.jfree.chart.plot.dial.AbstractDialLayer.setVisible(boolean)",1,1,13,26,1
"org.jfree.chart.plot.dial.AbstractDialLayerTest.testCloning()",1,1,17,128,1
"org.jfree.chart.plot.dial.AbstractDialLayerTest.testEquals()",1,1,14,73,1
"org.jfree.chart.plot.dial.AbstractDialLayerTest.testSerialization()",1,1,15,71,1
"org.jfree.chart.plot.dial.ArcDialFrame.ArcDialFrame()",1,1,7,11,1
"org.jfree.chart.plot.dial.ArcDialFrame.ArcDialFrame(double,double)",1,1,16,118,1
"org.jfree.chart.plot.dial.ArcDialFrame.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.ArcDialFrame.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,23,142,1
"org.jfree.chart.plot.dial.ArcDialFrame.equals(Object)",10,1,39,386,10
"org.jfree.chart.plot.dial.ArcDialFrame.getBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.ArcDialFrame.getExtent()",1,1,10,13,1
"org.jfree.chart.plot.dial.ArcDialFrame.getForegroundPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.ArcDialFrame.getInnerRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.ArcDialFrame.getOuterRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.ArcDialFrame.getOuterWindow(Rectangle2D)",1,1,29,386,1
"org.jfree.chart.plot.dial.ArcDialFrame.getStartAngle()",1,1,10,13,1
"org.jfree.chart.plot.dial.ArcDialFrame.getStroke()",1,1,10,8,1
"org.jfree.chart.plot.dial.ArcDialFrame.getWindow(Rectangle2D)",1,1,26,256,1
"org.jfree.chart.plot.dial.ArcDialFrame.hashCode()",1,1,23,412,1
"org.jfree.chart.plot.dial.ArcDialFrame.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.ArcDialFrame.readObject(ObjectInputStream)",1,1,15,58,1
"org.jfree.chart.plot.dial.ArcDialFrame.setBackgroundPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.ArcDialFrame.setExtent(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.ArcDialFrame.setForegroundPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.ArcDialFrame.setInnerRadius(double)",2,1,15,59,2
"org.jfree.chart.plot.dial.ArcDialFrame.setOuterRadius(double)",2,1,15,59,2
"org.jfree.chart.plot.dial.ArcDialFrame.setStartAngle(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.ArcDialFrame.setStroke(Stroke)",1,1,13,34,1
"org.jfree.chart.plot.dial.ArcDialFrame.writeObject(ObjectOutputStream)",1,1,13,58,1
"org.jfree.chart.plot.dial.ArcDialFrameTest.testCloning()",1,1,16,128,1
"org.jfree.chart.plot.dial.ArcDialFrameTest.testEquals()",1,1,53,701,1
"org.jfree.chart.plot.dial.ArcDialFrameTest.testHashCode()",1,1,12,60,1
"org.jfree.chart.plot.dial.ArcDialFrameTest.testSerialization()",1,1,9,22,1
"org.jfree.chart.plot.dial.DialBackground.DialBackground()",1,1,7,8,1
"org.jfree.chart.plot.dial.DialBackground.DialBackground(Paint)",1,1,13,30,1
"org.jfree.chart.plot.dial.DialBackground.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.DialBackground.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,2,21,70,2
"org.jfree.chart.plot.dial.DialBackground.equals(Object)",5,1,25,159,5
"org.jfree.chart.plot.dial.DialBackground.getGradientPaintTransformer()",1,1,11,8,1
"org.jfree.chart.plot.dial.DialBackground.getPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialBackground.hashCode()",1,1,12,81,1
"org.jfree.chart.plot.dial.DialBackground.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialBackground.readObject(ObjectInputStream)",1,1,13,26,1
"org.jfree.chart.plot.dial.DialBackground.setGradientPaintTransformer(GradientPaintTransformer)",1,1,14,34,1
"org.jfree.chart.plot.dial.DialBackground.setPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialBackground.writeObject(ObjectOutputStream)",1,1,11,26,1
"org.jfree.chart.plot.dial.DialBackgroundTest.testCloning()",1,1,27,297,1
"org.jfree.chart.plot.dial.DialBackgroundTest.testEquals()",1,1,28,271,1
"org.jfree.chart.plot.dial.DialBackgroundTest.testHashCode()",1,1,12,70,1
"org.jfree.chart.plot.dial.DialBackgroundTest.testSerialization()",1,1,18,116,1
"org.jfree.chart.plot.dial.DialCap.DialCap()",1,1,10,48,1
"org.jfree.chart.plot.dial.DialCap.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.DialCap.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,23,153,1
"org.jfree.chart.plot.dial.DialCap.equals(Object)",7,1,30,250,7
"org.jfree.chart.plot.dial.DialCap.getFillPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialCap.getOutlinePaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialCap.getOutlineStroke()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialCap.getRadius()",1,1,11,13,1
"org.jfree.chart.plot.dial.DialCap.hashCode()",1,1,14,114,1
"org.jfree.chart.plot.dial.DialCap.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialCap.readObject(ObjectInputStream)",1,1,15,58,1
"org.jfree.chart.plot.dial.DialCap.setFillPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialCap.setOutlinePaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialCap.setOutlineStroke(Stroke)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialCap.setRadius(double)",2,1,16,59,2
"org.jfree.chart.plot.dial.DialCap.writeObject(ObjectOutputStream)",1,1,13,58,1
"org.jfree.chart.plot.dial.DialCapTest.testCloning()",1,1,28,347,1
"org.jfree.chart.plot.dial.DialCapTest.testEquals()",1,1,37,458,1
"org.jfree.chart.plot.dial.DialCapTest.testHashCode()",1,1,12,60,1
"org.jfree.chart.plot.dial.DialCapTest.testSerialization()",1,1,19,158,1
"org.jfree.chart.plot.dial.DialLayerChangeEvent.DialLayerChangeEvent(DialLayer)",1,1,9,18,1
"org.jfree.chart.plot.dial.DialLayerChangeEvent.getDialLayer()",1,1,8,8,1
"org.jfree.chart.plot.dial.DialPlot.DialPlot()",1,1,6,8,1
"org.jfree.chart.plot.dial.DialPlot.DialPlot(ValueDataset)",1,2,22,191,2
"org.jfree.chart.plot.dial.DialPlot.addLayer(DialLayer)",1,1,12,43,1
"org.jfree.chart.plot.dial.DialPlot.addPointer(DialPointer)",1,1,12,43,1
"org.jfree.chart.plot.dial.DialPlot.addScale(int,DialScale)",1,2,18,125,2
"org.jfree.chart.plot.dial.DialPlot.dialLayerChanged(DialLayerChangeEvent)",1,1,10,4,1
"org.jfree.chart.plot.dial.DialPlot.draw(Graphics2D,Rectangle2D,Point2D,PlotState,PlotRenderingInfo)",1,14,79,905,14
"org.jfree.chart.plot.dial.DialPlot.equals(Object)",12,1,47,496,12
"org.jfree.chart.plot.dial.DialPlot.getBackground()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPlot.getCap()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPlot.getDataset()",1,1,8,8,1
"org.jfree.chart.plot.dial.DialPlot.getDataset(int)",1,2,14,57,2
"org.jfree.chart.plot.dial.DialPlot.getDatasetCount()",1,1,8,15,1
"org.jfree.chart.plot.dial.DialPlot.getDialFrame()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPlot.getLayerIndex(DialLayer)",1,1,11,31,1
"org.jfree.chart.plot.dial.DialPlot.getPlotType()",1,1,9,4,1
"org.jfree.chart.plot.dial.DialPlot.getPointerForDataset(int)",3,2,19,81,3
"org.jfree.chart.plot.dial.DialPlot.getPointerIndex(DialPointer)",1,1,11,31,1
"org.jfree.chart.plot.dial.DialPlot.getScale(int)",1,2,14,57,2
"org.jfree.chart.plot.dial.DialPlot.getScaleForDataset(int)",1,2,15,80,2
"org.jfree.chart.plot.dial.DialPlot.getValue(int)",1,3,18,85,3
"org.jfree.chart.plot.dial.DialPlot.getViewHeight()",1,1,11,20,1
"org.jfree.chart.plot.dial.DialPlot.getViewWidth()",1,1,11,20,1
"org.jfree.chart.plot.dial.DialPlot.getViewX()",1,1,11,20,1
"org.jfree.chart.plot.dial.DialPlot.getViewY()",1,1,11,20,1
"org.jfree.chart.plot.dial.DialPlot.hashCode()",1,1,21,412,1
"org.jfree.chart.plot.dial.DialPlot.mapDatasetToScale(int,int)",1,1,10,36,1
"org.jfree.chart.plot.dial.DialPlot.readObject(ObjectInputStream)",1,1,12,11,1
"org.jfree.chart.plot.dial.DialPlot.rectangleByRadius(Rectangle2D,double,double)",1,1,18,164,1
"org.jfree.chart.plot.dial.DialPlot.removeLayer(DialLayer)",1,1,10,11,1
"org.jfree.chart.plot.dial.DialPlot.removeLayer(int)",1,2,14,72,2
"org.jfree.chart.plot.dial.DialPlot.removePointer(DialPointer)",1,1,10,11,1
"org.jfree.chart.plot.dial.DialPlot.removePointer(int)",1,2,14,72,2
"org.jfree.chart.plot.dial.DialPlot.setBackground(DialLayer)",1,3,18,76,3
"org.jfree.chart.plot.dial.DialPlot.setCap(DialLayer)",1,3,18,76,3
"org.jfree.chart.plot.dial.DialPlot.setDataset(ValueDataset)",1,1,10,11,1
"org.jfree.chart.plot.dial.DialPlot.setDataset(int,ValueDataset)",1,3,19,129,3
"org.jfree.chart.plot.dial.DialPlot.setDialFrame(DialFrame)",1,1,15,53,1
"org.jfree.chart.plot.dial.DialPlot.setView(double,double,double,double)",1,1,21,70,1
"org.jfree.chart.plot.dial.DialPlot.viewToFrame(Rectangle2D)",1,1,14,153,1
"org.jfree.chart.plot.dial.DialPlot.writeObject(ObjectOutputStream)",1,1,10,11,1
"org.jfree.chart.plot.dial.DialPlotTest.plotChanged(PlotChangeEvent)",1,1,9,11,1
"org.jfree.chart.plot.dial.DialPlotTest.testBackgroundListener()",1,1,20,163,1
"org.jfree.chart.plot.dial.DialPlotTest.testCapListener()",1,1,20,155,1
"org.jfree.chart.plot.dial.DialPlotTest.testCloning()",1,1,11,71,1
"org.jfree.chart.plot.dial.DialPlotTest.testEquals()",1,1,52,703,1
"org.jfree.chart.plot.dial.DialPlotTest.testFrameListener()",1,1,20,155,1
"org.jfree.chart.plot.dial.DialPlotTest.testHashCode()",1,1,12,60,1
"org.jfree.chart.plot.dial.DialPlotTest.testLayerListener()",1,1,24,216,1
"org.jfree.chart.plot.dial.DialPlotTest.testScaleListener()",1,1,20,163,1
"org.jfree.chart.plot.dial.DialPlotTest.testSerialization()",1,1,9,22,1
"org.jfree.chart.plot.dial.DialPointer.DialPointer()",1,1,6,8,1
"org.jfree.chart.plot.dial.DialPointer.DialPointer(int)",1,1,9,22,1
"org.jfree.chart.plot.dial.DialPointer.Pin.Pin()",1,1,6,8,1
"org.jfree.chart.plot.dial.DialPointer.Pin.Pin(int)",1,1,11,51,1
"org.jfree.chart.plot.dial.DialPointer.Pin.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,24,242,1
"org.jfree.chart.plot.dial.DialPointer.Pin.equals(Object)",5,1,24,159,5
"org.jfree.chart.plot.dial.DialPointer.Pin.getPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPointer.Pin.getStroke()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPointer.Pin.hashCode()",1,1,12,58,1
"org.jfree.chart.plot.dial.DialPointer.Pin.readObject(ObjectInputStream)",1,1,14,43,1
"org.jfree.chart.plot.dial.DialPointer.Pin.setPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialPointer.Pin.setStroke(Stroke)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialPointer.Pin.writeObject(ObjectOutputStream)",1,1,12,43,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.Pointer()",1,1,6,8,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.Pointer(int)",1,1,11,50,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,52,886,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.equals(Object)",6,1,27,200,6
"org.jfree.chart.plot.dial.DialPointer.Pointer.getFillPaint()",1,1,12,8,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.getOutlinePaint()",1,1,12,8,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.getWidthRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.hashCode()",1,1,13,78,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.readObject(ObjectInputStream)",1,1,14,41,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.setFillPaint(Paint)",1,1,15,34,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.setOutlinePaint(Paint)",1,1,15,34,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.setWidthRadius(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialPointer.Pointer.writeObject(ObjectOutputStream)",1,1,12,41,1
"org.jfree.chart.plot.dial.DialPointer.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.DialPointer.equals(Object)",5,1,24,148,5
"org.jfree.chart.plot.dial.DialPointer.getDatasetIndex()",1,1,10,11,1
"org.jfree.chart.plot.dial.DialPointer.getRadius()",1,1,11,13,1
"org.jfree.chart.plot.dial.DialPointer.hashCode()",1,1,11,33,1
"org.jfree.chart.plot.dial.DialPointer.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialPointer.setDatasetIndex(int)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialPointer.setRadius(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialPointerTest.testCloning()",1,1,16,134,1
"org.jfree.chart.plot.dial.DialPointerTest.testEquals()",1,1,19,136,1
"org.jfree.chart.plot.dial.DialPointerTest.testEqualsPin()",1,1,18,140,1
"org.jfree.chart.plot.dial.DialPointerTest.testEqualsPointer()",1,1,17,125,1
"org.jfree.chart.plot.dial.DialPointerTest.testHashCode()",1,1,12,70,1
"org.jfree.chart.plot.dial.DialPointerTest.testSerialization()",1,1,10,26,1
"org.jfree.chart.plot.dial.DialPointerTest.testSerialization2()",1,1,9,26,1
"org.jfree.chart.plot.dial.DialTextAnnotation.DialTextAnnotation(String)",1,1,14,112,1
"org.jfree.chart.plot.dial.DialTextAnnotation.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.DialTextAnnotation.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,23,167,1
"org.jfree.chart.plot.dial.DialTextAnnotation.equals(Object)",9,1,36,351,9
"org.jfree.chart.plot.dial.DialTextAnnotation.getAnchor()",1,1,11,8,1
"org.jfree.chart.plot.dial.DialTextAnnotation.getAngle()",1,1,11,13,1
"org.jfree.chart.plot.dial.DialTextAnnotation.getFont()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialTextAnnotation.getLabel()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialTextAnnotation.getPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialTextAnnotation.getRadius()",1,1,12,13,1
"org.jfree.chart.plot.dial.DialTextAnnotation.hashCode()",1,1,18,315,1
"org.jfree.chart.plot.dial.DialTextAnnotation.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialTextAnnotation.readObject(ObjectInputStream)",1,1,13,26,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setAnchor(TextAnchor)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setAngle(double)",1,1,13,30,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setFont(Font)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setLabel(String)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialTextAnnotation.setRadius(double)",2,1,18,62,2
"org.jfree.chart.plot.dial.DialTextAnnotation.writeObject(ObjectOutputStream)",1,1,11,26,1
"org.jfree.chart.plot.dial.DialTextAnnotationTest.testCloning()",1,1,17,134,1
"org.jfree.chart.plot.dial.DialTextAnnotationTest.testEquals()",1,1,40,449,1
"org.jfree.chart.plot.dial.DialTextAnnotationTest.testHashCode()",1,1,12,70,1
"org.jfree.chart.plot.dial.DialTextAnnotationTest.testSerialization()",1,1,16,105,1
"org.jfree.chart.plot.dial.DialValueIndicator.DialValueIndicator()",1,1,6,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.DialValueIndicator(int)",1,1,22,302,1
"org.jfree.chart.plot.dial.DialValueIndicator.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.DialValueIndicator.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,2,62,950,2
"org.jfree.chart.plot.dial.DialValueIndicator.equals(Object)",17,1,61,801,17
"org.jfree.chart.plot.dial.DialValueIndicator.fixToRange(double,double,double)",4,1,24,103,4
"org.jfree.chart.plot.dial.DialValueIndicator.getAngle()",1,1,11,13,1
"org.jfree.chart.plot.dial.DialValueIndicator.getBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getDatasetIndex()",1,1,11,13,1
"org.jfree.chart.plot.dial.DialValueIndicator.getFont()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getFrameAnchor()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getInsets()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getMaxTemplateValue()",1,1,13,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getNumberFormat()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getOutlinePaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getOutlineStroke()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.DialValueIndicator.getTemplateValue()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getTextAnchor()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.getValueAnchor()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.hashCode()",1,1,16,148,1
"org.jfree.chart.plot.dial.DialValueIndicator.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.DialValueIndicator.readObject(ObjectInputStream)",1,1,16,75,1
"org.jfree.chart.plot.dial.DialValueIndicator.setAngle(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialValueIndicator.setBackgroundPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setDatasetIndex(int)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialValueIndicator.setFont(Font)",1,1,11,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setFrameAnchor(RectangleAnchor)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setInsets(RectangleInsets)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setMaxTemplateValue(Number)",1,1,14,22,1
"org.jfree.chart.plot.dial.DialValueIndicator.setNumberFormat(NumberFormat)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setOutlinePaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setOutlineStroke(Stroke)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setRadius(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.DialValueIndicator.setTemplateValue(Number)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setTextAnchor(TextAnchor)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.setValueAnchor(RectangleAnchor)",1,1,13,34,1
"org.jfree.chart.plot.dial.DialValueIndicator.writeObject(ObjectOutputStream)",1,1,14,75,1
"org.jfree.chart.plot.dial.DialValueIndicatorTest.testCloning()",1,1,17,134,1
"org.jfree.chart.plot.dial.DialValueIndicatorTest.testEquals()",1,1,85,"1,427",1
"org.jfree.chart.plot.dial.DialValueIndicatorTest.testHashCode()",1,1,12,70,1
"org.jfree.chart.plot.dial.DialValueIndicatorTest.testSerialization()",1,1,10,26,1
"org.jfree.chart.plot.dial.MyDialLayerChangeListener.MyDialLayerChangeListener()",1,1,5,0,1
"org.jfree.chart.plot.dial.MyDialLayerChangeListener.dialLayerChanged(DialLayerChangeEvent)",1,1,8,2,1
"org.jfree.chart.plot.dial.StandardDialFrame.StandardDialFrame()",1,1,9,48,1
"org.jfree.chart.plot.dial.StandardDialFrame.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.StandardDialFrame.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",1,1,27,245,1
"org.jfree.chart.plot.dial.StandardDialFrame.equals(Object)",7,1,30,250,7
"org.jfree.chart.plot.dial.StandardDialFrame.getBackgroundPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialFrame.getForegroundPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialFrame.getRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialFrame.getStroke()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialFrame.getWindow(Rectangle2D)",1,1,15,60,1
"org.jfree.chart.plot.dial.StandardDialFrame.hashCode()",1,1,17,197,1
"org.jfree.chart.plot.dial.StandardDialFrame.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialFrame.readObject(ObjectInputStream)",1,1,15,58,1
"org.jfree.chart.plot.dial.StandardDialFrame.setBackgroundPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.StandardDialFrame.setForegroundPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.StandardDialFrame.setRadius(double)",2,1,16,59,2
"org.jfree.chart.plot.dial.StandardDialFrame.setStroke(Stroke)",1,1,13,34,1
"org.jfree.chart.plot.dial.StandardDialFrame.writeObject(ObjectOutputStream)",1,1,13,58,1
"org.jfree.chart.plot.dial.StandardDialFrameTest.testCloning()",1,1,16,128,1
"org.jfree.chart.plot.dial.StandardDialFrameTest.testEquals()",1,1,38,476,1
"org.jfree.chart.plot.dial.StandardDialFrameTest.testHashCode()",1,1,12,60,1
"org.jfree.chart.plot.dial.StandardDialFrameTest.testSerialization()",1,1,9,22,1
"org.jfree.chart.plot.dial.StandardDialRange.StandardDialRange()",1,1,6,15,1
"org.jfree.chart.plot.dial.StandardDialRange.StandardDialRange(double,double,Paint)",1,1,16,98,1
"org.jfree.chart.plot.dial.StandardDialRange.clone()",1,1,12,11,1
"org.jfree.chart.plot.dial.StandardDialRange.draw(Graphics2D,DialPlot,Rectangle2D,Rectangle2D)",2,1,31,341,2
"org.jfree.chart.plot.dial.StandardDialRange.equals(Object)",9,1,36,326,9
"org.jfree.chart.plot.dial.StandardDialRange.getInnerRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialRange.getLowerBound()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialRange.getOuterRadius()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialRange.getPaint()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialRange.getScaleIndex()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialRange.getUpperBound()",1,1,10,13,1
"org.jfree.chart.plot.dial.StandardDialRange.hashCode()",1,1,19,325,1
"org.jfree.chart.plot.dial.StandardDialRange.isClippedToWindow()",1,1,10,8,1
"org.jfree.chart.plot.dial.StandardDialRange.readObject(ObjectInputStream)",1,1,13,26,1
"org.jfree.chart.plot.dial.StandardDialRange.setBounds(double,double)",2,1,16,76,2
"org.jfree.chart.plot.dial.StandardDialRange.setInnerRadius(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.StandardDialRange.setLowerBound(double)",2,1,16,62,2
"org.jfree.chart.plot.dial.StandardDialRange.setOuterRadius(double)",1,1,12,26,1
"org.jfree.chart.plot.dial.StandardDialRange.setPaint(Paint)",1,1,13,34,1
"org.jfree.chart.plot.dial.StandardDialRange.setScaleIndex(int)",1,1,12,26,1
"org.jfree.chart.plot.dial.StandardDialRange.setUpperBound(double)",2,1,16,62,2
"org.jfree.chart.plot.dial.StandardDialRange.writeObject(ObjectOutputStream)",1,1,11,26,1
"org.jfree.chart.plot.dial.StandardDialRangeTest.testCloning()",1,1,16,128,1
"org.jfree.chart.plot.dial.StandardDialRangeTest.testEquals()",1,1,31,333,1
"org.jfree.chart.plot.dial.StandardDialRangeTest.testHashCode()",1,1,12,60,1
"org.jfree.chart.plot.dial.StandardDialRangeTest.testSerialization()",1,1,9,22,1
"org.jfree.chart.plot.dial.StandardDialScale.StandardDialScale()",1,1,6,33,1
